name,alias(es),birthdate,deathdate,id 
"Chaves Rey, Manuel","['Chaves, Manuel', 'Rey, Manuel Chaves']",1870,1914,15963
"Nogales, José","['Nogales, Jose', 'Nogales, José Nogales y']",1860,1908,15964
"Crispi, Francesco",[],1818,1901,15965
"Thurston, Robert Henry","['Thurston, R. H. (Robert Henry)', 'Thurston, Robert H.']",1839,1903,15966
"Posenaer, Maria",[],1874,1956,15967
"Nilsen, Anthon Bernhard Elias","['Kraemmer, Elias', 'Kræmmer, Elias']",1855,1936,15968
"Coignet, Jean-Roch",[],1776,1860,15969
"Klauber, E. (Edward)","['Klauber, Edward']",1836,1918,15970
"Salamnius, Mattias","['Salamnius, Matthias']",1650,1691,15971
"Aletrino, Arnold",[],1858,1916,15972
"Van Buren, Abraham","['Buren, Abraham Van', 'Van Buren, A. (Abraham)']",1807,1873,15973
"Van Buren, John","['Buren, John Van']",1810,1866,15974
"White, Walter",[],1811,1893,15975
"Barrington, Russell, Mrs.","['Barrington, Emilie Isabel Wilson', 'Wilson, Emilie Isabel']",,1933,15976
"Blumauer, Aloys","['Blumauer, Johannes Aloys']",1755,1798,15977
"Bauer, Juliette",[],,,15978
"Foscolo, Ugo","['Didimo, Chierico', 'Foscolo, Niccolo', 'Foscolo, Niccolò']",1778,1827,15979
"Wissler, Clark",[],1870,1947,15980
"Davies, G. Christopher (George Christopher)","['Davies, George Christopher']",1849,1922,15981
"Richards, Rosalind",[],1874,1964,15982
"Tappan, Henry Philip",[],1805,1881,15983
"Patrat, Joseph","['Patrat, J. (Joseph)']",1732,1801,15984
"Olcott, Charles S. (Charles Sumner)","['Olcott, Charles Sumner']",1864,1935,15985
"Deville, Gabriel Pierre",[],1854,1940,15986
"Kleemann, August Ritter von","['Kleemann, A. v.', 'Von Kleemann, August Ritter']",,,15987
"Lane, Henry Higgins","['Lane, H. H. (Henry Higgins)']",1878,1965,15988
"Durand, Godefroy",[],,,15989
"Poussin, Nicolas",[],,1665,15990
"McKay, R. H. (Robert Henderson)","['McKay, Robert Henderson']",1842,1926,15991
"Cook, Ezra A. (Ezra Asher)","['Cook, E. A. (Ezra Asher)', 'Cook, Ezra Asher']",1841,1911,15992
Héloïse,"['Eloisa', 'Heloise', 'Heloísa']",,1163,15993
"Hughes, John",[],1677,1720,15994
"Madan, Judith","['Madan, Mrs. (Judith)']",1702,1781,15995
"Papot, Bénédict","['Papot, Benedict', 'Parot, Benedict']",,,15996
"Duret, Théodore","['Duret, Theodore']",1838,1927,15997
"Bowman, Isa",[],1874,1958,15998
"Jacobs, Orange","['Jacobs, O. (Orange)']",1827,1914,15999
"Bewsher, Paul",[],1894,1966,16000
"Coffman, C. J. (Casper James)","['Coffman, Casper James']",1885,,16001
"Gontard-Schuck, M.","['Schuck, Margarete']",,,16002
"Vining, Edward Payson","['Vining, Edward P.']",1847,1920,16003
"Talbot, Eugene S. (Eugene Solomon)","['Talbot, Eugene Solomon']",1847,1924,16004
"Burns, W. F.",[],,,16005
"Handford, Thomas W.",['Elmo'],,,16006
"Helleberg, Carl Gustav","['Helleberg, C. G. (Carl Gustav)']",,,16007
"Gilmore, Melvin R. (Melvin Randolph)","['Gilmore, Melvin Randolph']",1868,1940,16008
"Garnett, R. S. (Robert Singleton)","['Garnett, Robert Singleton']",1866,1932,16009
"Jaakkola, Efraim",[],,,16010
"Wesley, Dorothy Porter","['Burnett, Dorothy Louise', 'Porter, Dorothy', 'Porter, Dorothy B.']",1905,1995,16011
"Roe, Mary A. (Mary Abigail)",[],,,16012
"Russell, Israel C. (Cook)","['Russell, I. C. (Israel Cook)', 'Russell, Israel Cook']",1852,1906,16013
"Curtis, A. Cecil",[],,,16014
United States. National Conservation Congress,[],,,16015
"Seidensticker, John",[],,,16016
"Mahlke-Johnson, Kathleen P.",[],,,16017
"Mugaas, John N.",[],,,16018
"Thorne, W. S.",[],,,16019
"Spalding, Henry S. (Henry Stanislaus)","['Spalding, H. S. (Henry Stanislaus)']",1865,1934,16020
Lissagaray,"['Lissagaray, Hippolyte Prosper Olivier', 'Lissagaray, Prosper Olivier']",1838,1901,16021
"MacDonald, Everett",[],,,16022
"Martine, Arthur",[],,,16023
"Eastman, Max",[],1883,1969,16024
"Bowling, John (Novelist)",[],,,16025
"Helper, Hinton Rowan",[],1829,1909,16026
"Brusse, M. J. (Marie Joseph)","['Brusse, Marie Joseph']",1873,1941,16027
"Thierry, Amédée","['Thierry, Amedee', 'Thierry, Amédée Simon Dominique']",1797,1873,16028
"Negri, Ada","['Garlanda, Ada']",1870,1945,16029
"Howell, Edgar M.",[],,,16030
"McIntyre, James",[],1827,1906,16031
"Greely, A. W. (Adolphus Washington)","['Greely, Adolphus W. (Adolphus Washington)', 'Greely, Adolphus Washington']",1844,1935,16032
"Wight, O. W. (Orlando Williams)","['Wight, Orlando Williams']",1824,1888,16033
"Winkler, Johan",[],1840,1916,16034
"Evans, Treyer",[],,,16035
"Sverdrup, Harald Ulrik","['Sverdrup, H. U. (Harald Ulrik)']",1813,1891,16036
"Urseth, Hans Andreas","['Urseth, H. A.']",1866,1909,16037
"Mahalin, Paul","['Blondet, Emile', 'Blondet, Émile']",1838,1899,16038
"Stevenson, Beatrice L. (Beatrice Louise)","['Stanoyevich, B. Stevenson (Beatrice Stevenson)', 'Stanoyevich, Beatrice Stevenson']",1887,,16039
"Wiles, James William",[],,,16040
"Watkins, C. Malcolm",[],,,16041
"Parsons, Eugene",[],1855,,16042
"Strang, Alan L.",[],1908,1919,16043
"Karolides, Paulos","['Carolidis, P.', 'Karolidis, Pavlos', 'Καρολίδης, Παύλος']",1849,1930,16044
"Scott, Cyril","['Scott, Cyril Meir']",1879,1970,16045
"Taylor, Charles M. (Charles Maus)","['Taylor, Charles Maus']",1849,,16046
"Heller, Otto",[],1863,1941,16047
"Cornwallis, Caroline Frances","['Brown, Thomas, redivivus', 'Cornwallis, C. F. (Caroline Frances)', 'Redivivus, Thomas Brown']",1786,1858,16048
"Rankin, Carroll Watson",[],1870,,16049
"Williamson, Ada Clendenin","['Williamson, A. C. (Ada Clendenin)', 'Williamson, Ada C.']",1880,1958,16050
"Bennett, Hannaford",[],,,16051
"Helander, Mikko Akseli",[],,,16052
"Dwight, Margaret Van Horn","['Bell, Margaret Van Horn Dwight']",1790,1834,16053
"Tankopoulos, Demetrios P.","['Tagopoulos, Dimitris', 'Tankopoulos, D. P. (Demetrios P.)']",1867,1926,16054
"Dragoumes, Ion","['Dragoumis, Ion', 'Δραγουμης, Ιων', 'Δραγούμης, Ίων']",1878,1920,16055
"Hammond, Christine M. Demain, active 1886-1910","['Hammond, C. M. Demain (Christine M. Demain)', 'Hammond, Chris']",,,16056
"Cooley, James Ewing",[],1802,1882,16057
"Barnes, James",[],1866,1936,16058
"Zogbaum, Rufus Fairchild","['Zogbaum, R. F. (Rufus Fairchild)']",1849,1925,16059
"Chapman, Carlton T.",[],,,16060
"Trapp, Joseph",[],1679,1747,16061
"Kelsall, M. M. (Malcolm Miles)","['Kelsall, Malcolm Miles']",1938,,16062
"Mapleson, James Henry","['Mapleson, J. H. (James Henry)']",1830,1901,16063
"Holman, Frederick V.","['Holman, F. V. (Frederick V.)', 'Holman, Frederick Van Vorhees']",1852,1927,16064
"Gemünder, George","['Gemunder, George', 'Gemünder, Georg', 'Gemünder, Johann Georg']",1816,1899,16065
"Reid, O. Leon (Ohio Leon)","['Reid, O. L. (Ohio Leon)', 'Reid, Ohio Leon']",1875,,16066
"Sewell, Elizabeth Missing","['Sewell, E. M. (Elizabeth Missing)']",1815,1906,16067
"Kavanagh, Julia",[],1824,1877,16068
"McClure, James G. K. (James Gore King)","['McClure, James Gore King']",1848,1932,16069
"Andrade, José Ignacio de","['Andrade, Jose Ignacio de', 'De Andrade, José Ignacio']",1780,1863,16070
"Patmore, P. G. (Peter George)","['Patmore, Peter George']",1786,1855,16071
Mimosa,[],1873,,16072
"Smith, Seba","['Downing, Jack', 'Smith, John']",1792,1868,16073
"Godefroy, Jan","['Godefroy, J.']",,,16074
"Bemiss, Samuel Merrifield","['Bemiss, Samuel M.']",1894,1966,16075
Virginia 350th Anniversary Celebration Corporation,"['Corporation, Virginia 350th Anniversary Celebration']",,,16076
"Emmons, George Thornton","['Emmons, G. T. (George Thornton)', 'Emmons, George T.']",,,16077
"Pollard, Josephine",[],1834,1892,16078
"DeWitt, David Miller",[],1837,1912,16079
"Walsh, William Shepard","['Shepard, William']",1854,1919,16080
"O'Mahony, Charles Kingston","[""O'Mahony, Charles K.""]",1884,,16081
"Rice, K. McDowell (Katharine McDowell)","['Rice, Katharine McDowell']",,,16082
"Poor, Agnes Blake",[],1842,1922,16083
"Packer, George Nichols",[],,,16084
"Whitaker, Herman",[],1867,1919,16085
Gyp,"['Martel de Janville, Sibylle-Gabrielle-Marie-Antoinette de Riquetti de Mirabeau, comtesse de', 'Mirabeau, Sibylle-Gabrielle-Marie-Antoinette de Riquetti de, comtesse de Martel de Janville', 'Riquetti de Mirabeau, Sibylle-Gabrielle-Marie-Antoinette de, comtesse de Martel de Janville']",1849,1932,16086
"Heizer, Robert F. (Robert Fleming)","['Heizer, R. F. (Robert Fleming)', 'Heizer, Robert Fleming']",1915,1979,16087
"Jósika, Miklós, báró","['Josika, Miklos, baro', 'Jósika, Nicolas, báró', 'Jósika, Nikolas, Baron', 'Jósika, Nikolaus, báró']",,1865,16088
"Gaye, Selina",[],,,16089
"Green, Ezra",[],1746,1847,16090
"Green, Walter C.",[],1799,,16091
"Preble, George Henry","['Preble, G. H. (George Henry)']",1816,1885,16092
"Cousin, Victor","['Cousin, Vittorio']",1792,1867,16093
"Moltke, Helmuth, Graf von","['Moltke, Freiherr von', 'Moltke, Graf von', 'Moltke, Helmuth Charles-Bernard, Graf von', 'Moltke, Helmuth Karl Bernhard, Graf von', 'Von Moltke, Helmuth, Graf, 1800-1891']",1800,1891,16094
"Armaroli, Leopoldo",[],1766,1843,16095
"Verri, Carlo, conte",[],1743,1823,16096
"Casini, Tommaso",[],1859,1917,16097
Pneu Michelin (Firm),"['Manufacture francaise des pneumatiques Michelin', 'Manufacture française des pneumatiques Michelin', 'Michelin & cie.', 'Michelin (Firm : France)', 'Michelin Band (Firm)', 'Michelin et cie.']",,,16098
"Gilmore, Marion Forster",[],1887,,16099
"Strang, Lewis Clinton",[],1869,1935,16100
"Sterling, George",[],1869,1926,16101
"Pope, Bertha Clark",[],,,16102
"Coup, W. C. (William Cameron)","['Coup, William Cameron']",1836,1895,16103
"Spier, Leslie",[],1893,1961,16104
"Soldevila, Carles","['Soldevila, Carlos', 'Zubiburu, Carlos Soldevila']",1891,1967,16105
"Still, John",[],1880,1941,16106
"Howe, E. W. (Edgar Watson)","['Howe, Ed', 'Howe, Edgar Watson']",1853,1937,16107
"Bisi, Sofia Albini",[],1856,,16108
"Hibben, John Grier",[],1861,1933,16109
"Shaw, Norton","['Shaw, H. Norton']",,1868,16110
"Wilmere, Alice",[],,,16111
"Crowninshield, Schuyler, Mrs.","['Crowninshield, Mary Bradford', 'Crowninshield, Mrs. Schuyler']",,1913,16112
"Spingarn, Joel Elias",[],1875,1939,16113
"Osborne, William Hamilton",[],1873,1942,16114
Arts and Crafts Exhibition Society,"['Arts and Crafts Exhibition Society, London']",,,16115
"Rotch, Abbott Lawrence","['Rotch, A. Lawrence (Abbott Lawrence)', 'Rotch, Lawrence']",1861,1912,16116
"Jennings, Hargrave",[],,1890,16117
"Broadus, John Albert",[],1827,1895,16118
"Robertson, A. T.","['Robertson, Archibald Thomas']",1863,1934,16119
"Aveling, Edward B.","['Nelson, Alec']",1849,1898,16120
"Moss, Arthur B.",[],1855,,16121
"Walker, Hugh",[],1855,1939,16122
"Jensen, Wilhelm",[],1837,1911,16123
"Jekyll, Gertrude",[],1843,1932,16124
"Gardner, Ethellyn",[],,,16125
"Caldwell, Willie Walker","['Walker, Willie Brown']",1860,1946,16126
"Hackley, Sarah Bell",[],,,16127
"Woolfenden, Glen Everett","['Woolfenden, G. E. (Glen Everett)', 'Woolfenden, Glen E. (Glen Everett)']",1930,,16128
"Jameson, E. W. (Everett Williams)","['Jameson, Everett Williams']",1921,,16129
"Farner, Donald S. (Donald Sankey)","['Farner, D. S. (Donald Sankey)', 'Farner, Donald Sankey', 'Farner, Donald Stanley']",1915,1988,16130
"Whewell, William","['Whewell, W. (William)']",1794,1866,16131
"Roosevelt, Theodore",[],1887,1944,16132
"Wilson, H. Mary",[],,,16133
"Stuart, Louise",[],,,16134
"Axiotes, Pan. (Panagiotes)","['Axiotes, Panagiotes', 'Axiotis, Panagiotis', 'Αξιώτης, Παναγιώτης']",1840,1918,16135
"Whitehead, Harold",[],1880,,16136
"Olgin, Moissaye J. (Moissaye Joseph)","['Novomissky, Moissaye Joseph', 'Olgin, M.', 'Olgin, Moissaye Joseph', 'Olgin, Moysheh']",1874,1939,16137
"Godman, John D. (John Davidson)","['Godman, John Davidson']",1794,1830,16138
"Warburton, A. F. (Adolphus Frederick)","['Warburton, Adolphus Frederick']",,,16139
"Fernald, Chester Bailey","['Fernald, C. B. (Chester Bailey)', 'Fernald, Chester B. (Chester Bailey)']",1869,1938,16140
"Folkard, Charles","['Folkard, Charles James']",1878,1963,16141
"Putnam, Allen",[],1802,1887,16142
"Mariéjol, Jean-H. (Jean-Hippolyte)","['Mariejol, Jean-H. (Jean-Hippolyte)', 'Mariéjol, J.-H. (Jean-Hippolyte)', 'Mariéjol, Jean-Hippolyte']",1855,1934,16143
"Lely, Cornelis",[],1854,1929,16144
"Gestoso y Pérez, José","['Gestoso y Perez, Jose', 'Gestosos y Pérez, José', 'Pérez, José Gestoso y']",1852,1917,16145
"Ulehake, J.",[],,,16146
"Strothmann, F. (Frederick)","['Strothmann, Frederick Charles']",1872,,16147
"Verona, Guido da","['Da Verona, Guido']",1881,1939,16148
"Taylor, John",[],1808,1887,16149
"Humphry, Mrs.","['Humphry, C. E., Mrs.']",,1925,16150
"Codman, John",[],1782,1847,16151
"Brandeis, Madeline",[],1897,1937,16152
"Blount, Thomas",[],1618,1679,16153
"Bryde, C. W.","['Bryde, Charles W. L.']",,,16154
"Townshend, R. B. (Richard Baxter)","['Townshend, Richard Baxter']",1846,1923,16155
"Whishaw, Frederick","['Whishaw, Fred', 'Whishaw, Frederick J.']",1854,1934,16156
"Warder, Geo. W. (George Woodward)","['Warder, George Woodward']",1848,,16157
"Talman, Charles Fitzhugh","['Talman, C. F. (Charles Fitzhugh)']",1874,1936,16158
"Bonar, James",[],1852,1941,16159
"Coleridge, Mary E. (Mary Elizabeth)","['Coleridge, M. E. (Mary Elizabeth)', 'Coleridge, Mary Elizabeth']",1861,1907,16160
"Eliasberg, Alexander","['Эліасберг, Александр']",1878,1924,16161
"Thompson, A. C. (Augustus Charles)","['Thompson, Augustus Charles']",1812,1901,16162
"Rosebery, Archibald Philip Primrose, Earl of","['Primrose, Archibald Philip, Earl of Rosebery', 'Rosebery, Lord']",1847,1929,16163
"Simpson, J. M., Mrs.","['Ashmore, Annie']",,,16164
"Mee, Huan",[],,,16165
"Leonard, May",[],,,16166
"Ritchie, Leitch",[],,1865,16167
"Dralet, M. (Etienne François)","['Dralet, Etienne Francois', 'Dralet, Etienne François', 'Dralet, Étienne François']",1754,1844,16168
"Cleather, Alice Leighton",[],,,16169
"Edwards, E. E. (Elijah Evan)","['Edwards, Elijah Evan']",1831,1915,16170
"Folsom, William H. C. (William Henry Carman)","['Folsom, W. H. C. (William Henry Carman)', 'Folsom, William Henry Carman']",1817,1900,16171
"Zier, Édouard","['Zier, Francois Edouard', 'Zier, François Édouard']",1856,1924,16172
"Gerretsen, J. H. (Jan Hendrik)","['Gerretsen, Jan Hendrik']",1865,1933,16173
"Cramer, J. A. (Jan Anthony)","['Cramer, Jan Anthony']",1864,1952,16174
"Welter, W. L.",[],,,16175
"Schuller, J. C.",[],,,16176
"Snethlage, Hendrik Anne Constantijn",[],1878,,16177
"Gheel-Gildemeester, Frank van","['Van Gheel-Gildemeester, Frank']",,,16178
"Molenaar, P. J.",[],,,16179
"Vermeer, A. J. A.",[],,,16180
"Schoetensack, Otto",[],1850,1912,16181
"Hocking, Silas K. (Silas Kitto)","['Hocking, Silas Kitto']",1850,1935,16182
"Flower, Elliott",[],1863,1920,16183
"Dufrénoy, Mme.","['Dufrenoy, Adelaide Gillette Billet', 'Dufrénoy, Adélaïde Gillette Billet']",1765,1825,16184
"Weitemeyer, Thorvald Peter Ludwig",[],1850,,16185
"Albertus, Magnus, Saint","['Albert, the Great, Saint', 'Magnus, Albertus']",,1280,16186
"Cabral, F. A. (Francisco Antonio)","['Cabral, Francisco Antonio', 'Cabral, Francisco António']",,,16187
"Scully, Vincent",[],,,16188
Blackie & Son,['Blackie and Son'],,,16189
"Schmemann, Alexander","['Schmemann, Alexander', 'Schmemann, Alexandre', 'Shmeman, A. (Aleksandr)']",1921,1983,16190
"Corne, Hyacinthe","['Corne, H. (Hyacinthe)', 'Corne, Hyacinthe Marie Augustin']",1802,1887,16191
"Jackson, Mason","['Jackson, M. (Mason)']",1819,1903,16192
"Samson, Jac.",[],,,16193
"Govett, Ernest",[],,,16194
"Ussing, Johan Louis",[],1820,1905,16195
"Bennett, H. M. (Harriet M.)","['Bennett, Harriet M.', 'Bennett, Harriett M.']",,,16196
"Bruère, Robert W. (Robert Walter)","['Bruere, Robert W. (Robert Walter)', 'Bruère, Robert Walter']",1876,1964,16197
Society for Promoting Christian Knowledge (Great Britain),"['Society for Promoting Christian Knowledge, London', 'Society for the Promotion of Christian Knowledge (Great Britain)']",,,16198
"Schwatka, Frederick","['Schwatka, F. (Frederick)', 'Schwatka, Fred', 'Schwatka, Lieutenant (Frederick)']",1849,1892,16199
"Hyde, John",[],1848,1929,16200
"Super, O. B. (Ovando Byron)","['Super, Ovando Byron']",1848,1935,16201
"Coleman, Ambrose",[],1858,,16202
"Gwynn, John","['Gwyn, John', 'Gwynne, John']",1713,1786,16203
"Gibson, William A.",[],1932,,16204
"Webster, W. E.","['Webster, Walter Ernest']",,,16205
"Adams, W. I. Lincoln (Washington Irving Lincoln)","['Adams, Washington Irving Lincoln']",1865,1946,16206
"Blaney, Henry R.","['Blaney, H. R. (Henry Robertson)', 'Blaney, Henry Robertson']",1855,1913,16207
"Uhlrich, E.",[],,,16208
"Iribas, Juan L.",[],,,16209
"Pilastre, E. (Edouard)","['Pilastre, Edouard', 'Pilastre, Édouard']",1838,,16210
"Gibson, Charles R. (Charles Robert)","['Gibson, Charles Robert']",1870,1931,16211
"Zambra, Joseph","['Zambra, Joseph Warren']",1822,1897,16212
"Negretti, Enrico Angelo Lodovico","['Negretti, E. A. L.', 'Negretti, Henry']",1818,1879,16213
"Simon, Théodore","['Simon, Theodore', 'Simon, Theophile', 'Simon, Théophile']",1873,,16214
"Drummond, William Blackley","['Drummond, W. B. (William Blackley)']",1868,,16215
"Chicago, Burlington & Quincy Railroad Company","['Chicago, Burlington, and Quincy Railroad Company']",,,16216
"Nyblom, Helena","['Nyblom, Helena Augusta (Roed)']",1843,1926,16217
"Hemmerde, Edward G. (Edward George)","['Hemmerde, Edward George']",1871,,16218
"Neilson, Francis",[],1867,1961,16219
"Thorne, Guy","['Gull, Cyril Arthur Edward Ranger']",1875,1923,16220
"Mazier du Heaume, Hippolyte","['Du Heaume, Hippolyte Mazier', 'Heaume, Hippolyte Mazier du']",,,16221
"Keeler, James Edward","['Keeler, J. E. (James Edward)', 'Keeler, James E. (James Edward)']",1857,1900,16222
"Hickcox, John H.","['Hickcox, John Howard']",1832,1897,16223
"Klaas, Erwin E.",[],,,16224
"Bennett, Alexander Hughes","['Bennett, A. Hughes']",1848,1901,16225
"Statham, Edward Phillips","['Statham, E. P. (Edward Phillips)']",,1921,16226
"Byrum, E. E. (Enoch Edwin)","['Byrum, Enoch Edwin']",1861,,16227
"Taylor, Marie Hansen",[],1829,1925,16228
"Caswall, Henry","['Caswell, Henry']",1810,1870,16229
"Wood, Henry Cleveland","['Wood, Henry C.']",1855,,16230
"Peretz, Isaac Loeb","['Perez, Isaac Loeb', 'Perez, Jizchak Lejb', 'Perez, Jizchok Leib', 'Perez, Jizchok Lejb']",1851,1915,16231
"Solomon, Harry M.",[],,,16232
"West, Frederic, Mrs.","['West, Mrs. F.', 'West, Theresa Cornwallis I. Whitby']",,1886,16233
"Blake, J. F. (John Frederick)","['Blake, John Frederick']",1839,1906,16234
"Bourguignon, Honoré","['Bourguignon, Honore']",,,16235
"Fallgatter, Florence","['Fallgatter, Florence Albert', 'Fallgatter, Florence Alberta']",1891,,16236
"Gwynne, Elsie Wilson","['Wilson, Elsie Pearl']",,,16237
"Cesare, Oscar Edward","['Cesare', 'Cesare, Oscar E.']",1885,1948,16238
"Annandale, Nelson","['Annandale, N. (Nelson)', 'Annandale, Thomas Nelson']",1876,1924,16239
"Hommaire de Hell, Xavier","['De Hell, Xavier Hommaire', 'Hell, Xavier Hommaire de', 'Hommaire de Hell, Ignace-Xavier-Morand']",1812,1848,16240
"Hommaire de Hell, Adèle","['De Hell, Adèle Hommaire', 'Hell, Adèle Hommaire de', 'Hommaire de Hell, Adele', 'Hommaire de Hell, Jeanne-Louise-Adelaide Heriot', 'Hommaire de Hell, Jeanne-Louise-Adélaïde Hériot']",,,16241
"Kneeland, George J. (George Jackson)","['Kneeland, George Jackson']",1872,,16242
"Davis, Katharine Bement",[],1860,1935,16243
"Rockefeller, John D., Jr. (John Davison)","['Rockefeller, John D. (John Davison)']",1874,1960,16244
